exercise_name;Primary Muscle;library_id;exercise_video_link;exercise_description
Single-arm Lateral Cable Tricep Extension;Triceps;899;https://youtu.be/L9-dInqIQus;Extend arm down with cable, engage triceps.
Single-Arm Lying Dumbbell Rolling Triceps Extension;Triceps;900;https://youtu.be/DvYnG5Uar3M;Extend arm overhead while lying, engage triceps.
Single-Arm Lying Dumbbell Triceps Extension;Triceps;901;https://youtu.be/HBC5s98wXko;Extend arm overhead while lying, engage triceps.
Single-arm Machine Lat Pull-down;Back;902;https://youtube.com/shorts/DoDG6IGCeJw?feature=share;Perform lat pull-down with one arm on machine.
Single-arm Machine Preacher Curl;Biceps;903;https://youtu.be/8Mxrz-S6XD0;Curl machine bar with one arm, engage biceps.
Single-Arm Overhead Band Press;Shoulders, Triceps;904;https://youtu.be/qXfx8Iij3xo;Press resistance band overhead, one arm.
Single-Arm Overhead Dumbbell Reverse Lunge;Legs;905;https://youtu.be/VctKcIQGDCE;Lunge backward holding dumbbell, one arm.
Single-Arm Overhead Dumbbell Reverse Lunge From Deficit;Legs;906;https://youtu.be/7r-NgvMgHVI;Backward lunge from deficit holding dumbbell, one arm.
Single-Arm Plank;Core, Shoulders;907;https://youtu.be/1SEBudQXTjA;Hold plank position with one arm on floor.
Single-Arm Plate Curl;Biceps;908;https://youtu.be/dFzUjzfih7k;Curl weight plate with one arm.
Single-Arm Rows;Back;909;https://youtu.be/CrylzZHfO1c;Perform row motion with one arm.
Single-arm Seated Cable Row;Back;910;https://youtu.be/9DB2kibw0os;Row cable while seated, one arm.
Single-Arm Seated Overhead Dumbbell Press;Shoulders;911;https://youtu.be/Tz-eIqfB-1Y;Press dumbbell overhead while seated, one arm.
Single-Arm Standing Band Row;Back;912;https://youtu.be/_z5NMUxkxxw;Perform row motion with resistance band, one arm.
Single-Arm Standing Cable Row;Back;913;https://youtu.be/nuZ8vgL0vRA;Row cable while standing, one arm.
Single-Arm Standing Split-Stance Band Press;Chest, Shoulders, Triceps;914;https://youtu.be/7NfAcIJqNn8;Press resistance band forward, one arm.
Single-Arm Standing Split-Stance Band Row;Back;915;https://youtu.be/RaNrQRI9MFI;Perform row motion with resistance band, one arm.
Single-Arm Standing Split-Stance Cable Press;Chest, Shoulders, Triceps;916;https://youtu.be/GQZ9Hy6XN9Q;Press cable forward, one arm.
Single-Arm Standing Split-Stance Cable Row;Back;917;https://youtu.be/45N-2_m7VI8;Perform row motion with cable, one arm.
Single-Arm Tall-Kneeling Overhead Dumbbell Press;Shoulders;918;https://youtu.be/amOGPorzJWE;Press dumbbell overhead while kneeling, one arm.
Single-Arm Walking Dumbbell Farmer’s Carry;Full Body;919;https://youtu.be/8cTohcawjCM;Walk with dumbbell in one hand, engage core.
Single-Leg Band-Resisted Pushup;Chest, Shoulders, Triceps;920;https://youtube.com/shorts/qup91bTHwH8?feature=share;Pushup with one leg elevated, engage core.
Single-Leg Band-Resisted Romanian Deadlift;Hamstrings, Glutes;921;https://youtu.be/GNY0RKIvkH0;Romanian deadlift with one leg, resistance band.
Single-Leg Barbell Glute Bridge;Glutes;922;https://youtu.be/4QoBQlZswBg;Hip thrust with one leg, engage glutes.
Single-Leg Barbell Romanian Deadlift;Hamstrings, Glutes;923;https://youtu.be/1u5ZDhtYC8s;Hinge hips with one leg, hold barbell.
Single-leg DB Glute Bridge;Glutes;924;https://youtu.be/lI8-igvsnVQ;Hip thrust with one leg, hold dumbbell.
Single-leg DB RDL;Hamstrings, Glutes;925;https://youtu.be/4I6txKzGkzk;Hinge hips with one leg, hold dumbbell.
Single-Leg Dumbbell Romanian Deadlift;Hamstrings, Glutes;926;https://youtu.be/ukuHfg8LvHs;Hinge hips with one leg, hold dumbbell.
Single-Leg Eccentric Squat to Box;Legs;927;https://youtu.be/M-sEYls8jRU;Lower slowly to box with one leg, engage quads.
Single-Leg Feet-Elevated Band-Resisted Pushup;Chest, Shoulders, Triceps;928;https://youtu.be/8D2hRCm_CoI;Pushup with one leg elevated, use resistance band.
Single-Leg Feet-Elevated Pushup;Chest, Shoulders, Triceps;929;https://youtu.be/b1zTCyGJXCQ;Pushup with one leg elevated.
Single-Leg Glute Bridge;Glutes;930;https://youtu.be/1Dbd7wStRJg;Lift hips off ground with one leg, engage glutes.
Single-Leg Hip Thrust;Glutes;931;https://youtu.be/ZYDTJaAM-gE;Lift hips with one leg, engage glutes.
Single-leg Leg Press;Legs;932;https://youtu.be/lQSlJHtsnRA;Leg press with one leg, engage leg muscles.
Single-leg Lying Leg Curl;Hamstrings;933;https://youtu.be/0NjTj5J-F1g;Curl leg back while lying down, one leg.
Single-Leg Offset Dumbbell Romanian Deadlift;Hamstrings, Glutes;934;https://youtu.be/OgkpItr9DOY;Hinge hips with one leg, hold dumbbell.
Single-Leg Plank;Core;935;https://youtu.be/cM9Fc-Lfv0A;Hold plank position with one leg raised.
Single-Leg Pushup;Chest, Shoulders, Triceps;936;https://youtu.be/82IuSLk5zNc;Pushup with one leg elevated, engage core.
Single-leg Seated Leg Extension;Legs;937;https://youtu.be/mEoAgOIjOXI;Leg extension machine with one leg, engage quads.
Single-Leg Single-Arm Dumbbell Romanian Deadlift;Hamstrings, Glutes;938;https://youtu.be/0LnYSmuZ0xg;Hinge hips with one leg while holding dumbbell.
Single-Leg Slideboard Bodysaw;Core, Shoulders;939;https://youtu.be/L5ljNgP5KQY;Perform bodysaw on slideboard with one leg.
Single-Leg Slideboard Leg Curl;Hamstrings;940;https://youtu.be/R5ew7Gd5hkg;Curl leg back on slideboard with one leg.
Single-Leg Squat;Legs;941;https://youtu.be/uJ4eA2wUXdw;Squat with one leg, engage leg muscles.
Single-Leg Squat to Box;Legs;942;https://youtu.be/VUiFlZ2FsKA;Squat to box with one leg, engage leg muscles.
Sissy Squats;Legs;943;https://youtu.be/gAPffOEheYI;Perform sissy squats, engage quads.
Sit Up + Throw Punches;Core, Shoulders;944;https://youtu.be/9C1yGA0Il-o;Perform sit-up and throw punches.
Sit Up and Twist;Core;945;https://youtu.be/lGTESnlDcgU;Perform sit-up and twist torso.
Sit Up Punches;Core, Shoulders;946;https://youtu.be/panVpr1Dz68;Perform sit-up while punching forward.
Sit Up to Stand Up;Core;947;https://youtu.be/D0Yoa0_cfkk;Transition from sit-up to standing.
Sit Up to Wall Throw;Core;948;https://youtu.be/LF1gOCOS5nk;Throw a wall ball while performing a sit-up.
Sitting Knee to Chest Stretch;Lower Back, Hips;949;https://youtu.be/P9IAAME-1zw;Stretch by bringing knee to chest while sitting.
Skater Hops;Legs;950;https://youtu.be/4RuxhVJ4-pg;Jump side to side, mimicking ice skaters.
Skaters;Legs;951;https://youtu.be/m9MccH7mWO0;Jump side to side, imitating ice skaters.
Skipping;Cardio;952;https://youtu.be/d_KZxkY_0cM;Jump repeatedly over a rope.
Skull Crushers;Triceps;953;https://youtu.be/D3_p8bO4bPE;Extend arms while lying down, engage triceps.
Skull Crushers to Hip Thrust;Triceps, Glutes;954;https://youtu.be/d_KZxkY_0cM;Combine skull crushers with hip thrust.
Skullcrushers;Triceps;955;https://youtu.be/ReDTlAiHpdk;Extend arms while lying down, engage triceps.
Sled Pull;Full Body;956;https://youtu.be/9XRRXaUpnLk;Pull sled loaded with weight.
Sled Push;Full Body;957;https://youtu.be/mZ-GmcmSb6E;Push sled loaded with weight.
Slideboard Bodysaw;Core, Shoulders;958;https://youtu.be/0w47384zyIk;Perform bodysaw on slideboard.
Slideboard Leg Curl;Hamstrings;959;https://youtu.be/yMR95SIxwr0;Curl legs back on slideboard.
Slip Floor Bridge Curl;Hamstrings, Glutes;960;https://youtube.com/shorts/pGtdgrL5wmA?feature=share;Perform bridge curling motion.
Slow Tempo Lateral Step Downs;Legs;961;https://youtu.be/z_r6hDOYtO0;Step down with slow tempo to side.
Smith Machine Bench Press;Chest, Shoulders, Triceps;962;https://youtu.be/k95QyBwSoto;Bench press on Smith machine.
Smith Machine Bent Over Row;Back;963;https://youtu.be/3VP9HV1nAyQ;Row barbell while leaning over, Smith machine.
Smith Machine Close-Grip Bench Press;Triceps;964;https://youtu.be/39qwRmE6ffc;Close-grip bench press on Smith machine.
Smith Machine Decline Chest Press;Chest, Shoulders, Triceps;965;https://youtu.be/8Tp_Hx1jdSc;Decline chest press on Smith machine.
Smith Machine Good Morning;Hamstrings, Glutes;966;https://youtu.be/vzqoYIf8T9c;Hinge hips forward with barbell, Smith machine.
Smith Machine Hack Squat;Legs;967;https://youtu.be/b8DqTO6ak0k;Squat on machine with hack squat attachment.
Smith Machine Incline Bench Press;Chest, Shoulders, Triceps;968;https://youtu.be/jQVOV0NlF_I;Incline bench press on Smith machine.
Smith Machine Rack Pulls;Back;969;https://youtu.be/NBR6tozmx2I;Pull barbell while standing, Smith machine.
Smith Machine RDL;Hamstrings, Glutes;970;https://youtu.be/evtRb6cPF-Q;Hinge hips back with barbell, Smith machine.
Smith Machine Shoulder Press;Shoulders;971;https://youtube.com/shorts/3PpzYOubZ5A?feature=share;Press barbell overhead, Smith machine.
Smith Machine Squat;Legs;972;https://youtu.be/avO_qtvHJAg;Perform squat on Smith machine.
Smith Machine Standing Calf Raise;Calves;973;https://youtu.be/ZjzUNteZPd8;Calf raises on Smith machine.
Smith Machine Supinated Row;Back;974;https://youtu.be/S4WRgOOR_QQ;Row barbell while standing, Smith machine.
Snatch Grip Barbell Shrugs;Shoulders, Traps;975;https://youtu.be/a4-MC4W1_4Y;Shrug barbell with wide grip.
Snatch Grip Deadlift;Legs, Back;976;https://youtu.be/lWEBiB42FZ8;Deadlift barbell with wide grip.
Speed Squat;Legs;977;https://youtu.be/CoHUM6vdjog;Perform squats at a faster pace.
Spiderman Crunches;Core;978;https://youtu.be/swPMrVWhplk;Crunch toward knee in plank position.
Spiderman Pushup;Chest, Shoulders, Triceps;979;https://youtu.be/RunvqFmuSuQ;Perform pushup with knee toward elbow.
Split-Stance Dumbbell Push Press;Shoulders, Triceps;980;https://youtu.be/1-8Ow8vZhm4;Press dumbbells overhead in split stance.
Sprinters Crunch;Core;981;https://youtu.be/QqvTW0pzLFw;Crunch while bringing opposite elbow to knee.
Squat 4-3-1;Legs;982;https://youtu.be/40GsrBtU_oI;Squat with three different tempos.
Squat Hops Side to Side;Legs;983;https://youtu.be/5Ho5qnjksYo;Hop side to side while squatting.
Squat Jump to Overhead Press;Legs, Shoulders;984;https://youtu.be/FCmQN5bj7dY;Jump and press weight overhead.
Squat Jump to Pulse;Legs;985;https://youtu.be/5Ho5qnjksYo;Jump squat with pulsing motion.
Squat Jump with Press;Legs, Shoulders;986;https://youtu.be/A-cFYWvaHr0;Jump squat with overhead press.
Squat Jumps;Legs;987;https://youtu.be/N4fzbBv4BFI;Perform consecutive jumping squats.
Squat Pulse;Legs;988;https://youtube.com/shorts/OpiE9QGKfuo?feature=share;Perform pulsing squat motion.
Squat Pulses with Isometric Hold;Legs;989;https://youtu.be/Id-g0YHkuVo;Pulse squat with isometric hold.
Squat Thrusters;Legs, Shoulders;990;https://youtu.be/HFDFimq5cus;Combine squat and overhead press.
Squat to Diagonal Press;Legs, Shoulders;991;https://youtu.be/VZObelUFlWM;Squat and press weight diagonally overhead.
Squat to Good Morning;Legs, Back;992;https://youtu.be/5F43-LTIBgY;Transition from squat to good morning stance.
Squat to Oblique Crunch;Legs, Core;993;https://youtu.be/7JtzNydMIJ8;Squat and crunch to side with rotation.
Squat to Press;Legs, Shoulders;994;https://youtu.be/VICKgdEj554;Squat and press weight overhead.
Squat to Side Crunch;Legs, Core;995;https://youtu.be/dD9n9gFzawg;Squat and crunch to side.
Squat to Side Kick;Legs;996;https://youtu.be/KNxcFMBgFFU;Squat and kick leg to the side.
Squat to Stand;Legs;997;https://youtu.be/0FWRt_h4-do;Transition from squat to standing.
Squat to Stand With Overhead Reach;Legs, Shoulders;998;https://youtu.be/y7nzAuuW87A;Squat and raise arms overhead to stand.
Squat to Standing Triple Extension;Legs;999;https://youtu.be/_izLJ0giePc;Squat and extend hips, knees, and ankles to stand.
Squat with Hold;Legs;1000;https://youtu.be/54C5-VZFxIE;Perform squat and hold position.
Squatting Hip Internal Rotation;Legs;1001;https://youtu.be/QVMkcf3uCY0;Rotate hips inward while squatting.
Stability Ball Hamstring Curls;Hamstrings;1002;https://youtu.be/zeSD85M2t6c;Curl stability ball with feet, engage hamstrings.
Stability Ball Rollout;Core;1003;https://youtu.be/zmnaA-Mbwws;Roll stability ball forward while holding plank.
Staggered Alternating Deadlift;Legs, Back;1004;https://youtu.be/IpXl63ds9NU;Deadlift with alternating foot positions.
Staggered Deadlift;Legs, Back;1005;https://youtu.be/Th4QdA2BOyg;Deadlift with staggered stance.
Staggered Romanian (Stiff Leg);Hamstrings, Glutes;1006;https://youtu.be/sARk1TGYlPU;Stiff-legged deadlift with staggered stance.
Staggered Single-Arm Row;Back;1007;https://youtu.be/gnTpAO-FOwU;Row with staggered stance, one arm.
Staggered Stance Single Leg DL;Hamstrings, Glutes;1008;https://youtu.be/VkNcc0BQrpA;Staggered stance deadlift on one leg.
Standing Barbell Goodmorning;Back, Hamstrings;1009;https://youtu.be/2yjwXTZQDDI;Hinge hips forward with barbell, engage back.
Standing Barbell Overhead Press;Shoulders;1010;https://youtu.be/oMW59TKZvaI;Press barbell overhead while standing.
Standing Butt Kicks;Legs, Glutes;1011;https://youtu.be/Iwe6AmxVf7o;Kick heels to glutes while standing.
Standing Cable Chest Fly;Chest;1012;https://youtu.be/FVWJglwid4I;Fly motion with cable, standing.
Standing Cable Chest Press;Chest;1013;https://youtu.be/t3joV_bTf6M;Press cable forward, standing.
Standing Cable Low Row (Rope);Back;1014;https://youtu.be/Iwe6AmxVf7o;Row cable with rope attachment, standing.
Standing Cable Upper Chest Fly;Chest, Shoulders;1015;https://youtu.be/GAQ-oohMhog;Fly motion with cable, upper chest.
Standing Calf Raises (machine);Calves;1016;https://youtu.be/z1fwSujYhX8;Raise heels while standing on calf raise machine.
Standing Elbow to Knee;Core;1017;https://youtu.be/EygfY8ByyhQ;Bring elbow to opposite knee, standing.
Standing MB Lift and Chop;Core, Shoulders;1018;https://youtu.be/Z-erdZrQVCw;Lift medicine ball and chop down, standing.
Standing Oblique Crunch;Core;1019;https://youtu.be/7SF7AYh2_Yw;Crunch to the side while standing.
Standing One Leg Hold;Legs, Balance;1020;https://youtu.be/t0dgz5Uxfqo;Hold one leg up while standing.
Standing Opposite Toe Taps;Core, Balance;1021;https://youtu.be/M2rwvNhTOu0;Tap opposite toes while standing.
Standing Overhead Press;Shoulders;1022;https://www.youtube.com/watch?v=YqkTy0TgHEA;Press weight overhead while standing.
Standing Palloffs;Core;1023;https://youtu.be/OOe_HrNnQWw;Perform Palloff press, standing.
Standing Shoulder Press;Shoulders;1024;https://youtu.be/rff0s7aBhnE;Press weight overhead, standing.
Standing Single Leg Arm Press;Shoulders;1025;https://youtu.be/_z5NMUxkxxw;Press weight overhead with one arm, one leg.
Standing Single-arm Cable Row (Normal);Back;1026;https://youtu.be/PWQ9xEVNwkQ;Row cable while standing, one arm.
Standing Single-arm DB Overhead Press;Shoulders;1027;https://youtu.be/5KZF1xdgA-A;Press dumbbell overhead, one arm.
Standing Split-Stance Landmine Press;Shoulders;1028;https://www.youtube.com/watch?v=wuFsq9tOsfs;Press barbell overhead, split stance.
Standing Strict Overhead Press;Shoulders;1029;https://youtu.be/PWmNVcs8rJY;Press weight overhead with strict form.
Standing Thoracic Extension Rotation;Shoulders, Back;1030;https://youtu.be/-Vyt2QdsR7E;Rotate torso while standing to extend thoracic spine.
Standing Tricep Extension;Triceps;1031;https://youtu.be/EnJTqLyH9ZI;Extend arm downward, engage triceps.
Standing Trunk Rotations;Core;1032;https://youtu.be/xoZMv_YJtkA;Rotate torso side to side, engage core.
Static Lunge;Legs;1033;https://youtu.be/ee3lC7iLfss;Lunge with static position, alternating legs.
Step Downs;Legs;1034;https://youtu.be/WCFCdxzFBa4;Step down from an elevated surface.
Step Ups w/ Knee Drive;Legs;1035;https://youtu.be/r_6Fzs8nM3g;Step up while driving knee upward.
Step Ups w/ Knee Drive;Legs;1036;https://youtu.be/LFv4Gp_QDAg;Step up while driving knee upward.
Stick Dislocates;Shoulders;1037;https://youtu.be/5VA1qaRwaeU;Rotate shoulders while holding stick.
Stick Pass Through;Shoulders, Mobility;1038;https://youtu.be/DCDTnGzawUI;Pass stick overhead in front.
Stiff Leg Dead Lift to High Pull;Legs, Back;1039;https://youtu.be/cYKYGwcg0U8;Combine stiff leg deadlift with high pull.
Stiff Leg Deadlift;Hamstrings, Back;1040;https://youtu.be/DCDTnGzawUI;Hinge hips forward, engage hamstrings.
Stiff Leg Deadlift to High Pull;Legs, Back, Shoulders;1041;https://youtu.be/USpmiOk61Ek;Combine stiff leg deadlift with high pull.
Stiff Leg/Romanian Deadlift;Hamstrings, Back;1042;https://youtu.be/YakK6YFw6Cc;Hinge hips back while keeping legs straight.
Stiff- Leg Deadlift to Bent Over Row;Back;1043;https://youtu.be/0aCnSOxplvs;Combine stiff leg deadlift with bent over row.
Stir-The-Pot;Core;1044;https://youtu.be/geS0bvXXD08;Perform circular motion with arms while holding plank.
Straddle Pulses;Legs, Core;1045;https://youtu.be/wcVDItawocI;Perform pulses in straddle position.
Straight Bar Cable Pulldown;Back;1046;https://youtu.be/WT5ZiYYbVLw;Pull straight bar down with cable machine.
Straight Leg Sit-Ups;Core;1047;https://youtu.be/q4pyKNE8_C4;Perform sit-ups with straight legs.
Straight Leg V-Ups;Core;1048;https://youtu.be/upm2TFlO_r0;Perform V-ups with straight legs.
Stretch - Arm Sweep;Shoulder Mobility;1049;https://youtu.be/tT00XNqJ3uA;Stretch arms by sweeping motion.
Stretch - Catcow;Spinal Mobility;1050;https://youtu.be/q-_M3Cfqmj4;Stretch spine through cat-cow motion.
Stretch - Child's Pose;Relaxation, Stretch;1051;https://youtu.be/jwoTJNgh8BY;Relaxing stretch in child's pose.
Stretch - Full Cobra;Spinal Stretch;1052;https://youtu.be/SIdaMvrufa0;Stretch back in full cobra pose.
Stretch - Modified Pigeon Pose;Hip Flexor Stretch;1053;https://youtu.be/HSE2XCoMosk;Modified pigeon stretch for hip flexibility.
Stretch - Pidgeon Pose;Hip Flexor Stretch;1054;https://youtu.be/J9nSWwSXUbU;Stretch hip flexors in pigeon pose.
Strict Overhead Press;Shoulders;1055;https://youtu.be/tNHdx7pmrGI;Press weight overhead with strict form.
Suitcase Carry;Core, Grip Strength;1056;https://youtu.be/cDlOSfu-zHY;Carry weight on one side.
Sumo Deadlift;Legs, Back;1057;https://youtu.be/HSE2XCoMosk;Lift with wide stance and sumo grip.
Sumo Squat;Legs;1058;https://youtu.be/kjlfpqXnyL8;Squat with wide stance.
Sumo Squat Jumps;Legs;1059;https://youtu.be/wg1aM2MLynM;Jump while in sumo squat position.
Sumo Squat Pulses;Legs;1060;https://youtu.be/2SvNjQHHCx8;Pulse in sumo squat stance.
Sumo Squat to Overhead Press;Legs, Shoulders;1061;https://youtu.be/5nUrHJJv08M;Combine sumo squat with overhead press.
Sumo Squat to Upright Row;Legs, Shoulders;1062;https://youtu.be/FAIo7kzC3us;Combine sumo squat with upright row.
Sumo Stance Deadlift (wide stance);Legs, Back;1063;https://youtu.be/1v4r9hht_K4;Deadlift with wide sumo stance.
Super Couch Stretch;Hip Flexors, Quads;1064;https://youtu.be/Fg-lwNBzVV8;Intense hip flexor and quad stretch.
Superman;Back;1065;https://youtu.be/J9zXkxUAfUA;Extend arms and legs while lying down.
Superman Plank;Core, Back;1066;https://youtu.be/uy9WZN-ktNc;Plank while extending opposite arm and leg.
Supinated Front Raises;Shoulders;1067;https://youtu.be/FmT4hayWoJA;Raise weight in front with supinated grip.
Supinated Incline Raise;Shoulders;1068;https://youtu.be/9QqrXC0NtiQ;Raise weight while inclining, supinated grip.
Supinated Row (Palms Up);Back;1069;https://youtu.be/oWnuU53nU-w;Row with palms facing upward.
Supine Banded No Money Drill;Core, Shoulders;1070;https://youtu.be/Ma_naTzTb4Q;"Perform ""No Money"" drill while lying on back."
Supine Banded Scapular Protraction;Back, Shoulders;1071;https://youtu.be/29WoMxbio9w;Protract scapulae with band, lying down.
Supine Frog Pump;Glutes, Hamstrings;1072;https://youtu.be/bUL1Lqb6JUg;Activate glutes with frog pump motion.
Supine Glute Bridge;Glutes, Hamstrings;1073;https://youtu.be/8j9boZPcHX8;Bridge motion with emphasis on glutes.
Supine Hips-Extended Leg Curl;Hamstrings, Glutes;1074;https://youtu.be/YCle1o8ovJ8;Perform hamstring curl while lying down.
Supine Knee to Knee Pull-In;Core;1075;https://youtu.be/S2SJ2WDhGGE;Pull knees toward chest while lying down.
Supine Psoas March;Hip Flexors;1076;https://youtu.be/MezNdAcVfZE;March legs while lying on back.
Swiss ball hamstring curls;Hamstrings;1077;https://youtu.be/XkESHgkTdFw;Curl Swiss ball with feet, engage hamstrings.
T Bar Row;Back;1078;https://youtu.be/yPis7nlbqdY;Row T-bar attachment with close grip.
T Spine Rotations;Spinal Mobility;1079;https://youtu.be/uMWob72Y-EY;Rotate thoracic spine side to side.
T-Bar Close Grip Row;Back;1080;https://youtu.be/mUNXh5oFKKY;Row T-bar attachment with close grip.
T-Bar Row;Back;1081;https://youtu.be/KDEl3AmZbVE;Row T-bar attachment with standard grip.
T-Pushup;Shoulders, Chest;1082;https://youtu.be/vKaLCCNxMho;Perform pushup and rotate to T position.
T-Spine Rotations;Spinal Mobility;1083;https://youtu.be/JDgXqqviyu4;Rotate thoracic spine side to side.
Table Top Banded Kickbacks;Glutes, Hamstrings;1084;https://youtu.be/faAQrJcDkms;Perform kickbacks while in table top position.
Table Top Crunch;Core;1085;https://youtu.be/fNx2sexcgbI;Crunch while in table top position.
Table Top Kickback;Glutes, Hamstrings;1086;https://youtu.be/VOJjWXJrOrM;Perform kickbacks in table top position.
Tall Kneeling Ball Slams;Core, Shoulders;1087;https://youtu.be/qVqEkYRFPbo;Slam medicine ball while kneeling.
Tall-Kneeling Band Chop;Core, Shoulders;1088;https://youtu.be/e6XnIBPfGAw;Chop band downward while kneeling.
Tall-Kneeling Band Lift;Core, Shoulders;1089;https://youtu.be/SP6DoszGLQo;Lift band upward while kneeling.
Tall-Kneeling Cable Chop;Core, Shoulders;1090;https://youtu.be/kNcl67PdCUA;Chop cable downward while kneeling.
Tall-Kneeling Cable Lift;Core, Shoulders;1091;https://youtu.be/_HVYT2nuZiw;Lift cable upward while kneeling.
Tall-Kneeling Landmine Press;Shoulders;1092;https://youtu.be/wWoh6U4GM9E;Press landmine overhead while kneeling.
Tall-Kneeling Overhead Pallof Press;Core, Shoulders;1093;https://youtube.com/shorts/r_tbgEXCjbg?feature=share;Perform Pallof press while kneeling.
Tall-Kneeling Pallof Press;Core, Shoulders;1094;https://youtu.be/y30uEJhBTwQ;Perform Pallof press while kneeling.
Tall-Kneeling Pallof Press Iso;Core, Shoulders;1095;https://youtu.be/jZTU2bkEFCQ;Perform isometric Pallof press while kneeling.
Tall-Kneeling Pallof Press Iso With Band;Core, Shoulders;1096;https://youtu.be/P3u4PizaORA;Perform isometric Pallof press with band while kneeling.
Tempo Back Squat;Legs;1097;https://youtu.be/mmb618X9Ieg;Squat with controlled tempo.
Tempo Belt Squat;Legs;1098;https://youtu.be/Y_GWyIx1ROo;Squat with controlled tempo, using belt.
Tempo Belt Squat;Legs;1099;https://youtu.be/Y_GWyIx1ROo;Squat with controlled tempo, using belt.
Tempo DB Goblet Squat;Legs;1100;https://youtu.be/VEHSamPOkX4;Goblet squat with controlled tempo.
Tempo Leg Extensions;Legs;1101;https://youtu.be/-3zBscg3IiY;Extend legs with controlled tempo.
Tempo Push Up;Chest, Triceps;1102;https://youtu.be/6URcQFbGZTA;Perform pushup with controlled tempo.
Tempo Squats;Legs;1103;https://youtu.be/QU3EGV5vQYA;Perform squats with controlled tempo.
Thoracic Mobilization on Foam Roller;Spinal Mobility;1104;https://youtu.be/WDYFfr6KRoM;Mobilize thoracic spine with foam roller.
Thoracic Mobilization With Bench;Spinal Mobility;1105;https://youtu.be/2b0LY4tyzgk;Mobilize thoracic spine using bench.
Thread the Needle;Spinal Mobility;1106;https://youtu.be/MfUx9FCOb1E;Reach arm through, rotate spine in tabletop position.
Thread the Needle Plank;Core, Shoulders;1107;https://youtu.be/TfLt8orAiiQ;Perform plank while threading arm through.
Throw 1,2s;Boxing;1108;https://youtu.be/JyuiDu2llOY;Perform boxing punches with alternating arms.
Toe Crossover Touch;Core, Legs;1109;https://youtu.be/xeY-Cofynwk;Cross toes over each other while standing.
Toe Reaches;Core;1110;https://youtu.be/B3W05_n3EGg;Reach for toes while sitting.
Toe Touches;Core;1111;https://youtu.be/y6Bv_0Shhc8;Touch toes while lying down.
Toe Touches with Weight;Core, Upper Body;1112;https://youtu.be/HdhmIUkB-iY;Touch toes while holding weight.
Towel Hamstring Slides (single leg);Hamstrings;1113;https://youtu.be/8l3HR7vpdh0;Slide towel while engaging hamstrings.
Towel Single Arm Row;Back, Biceps;1114;https://youtu.be/4Ju7WeL7unw;Row towel with single arm.
Toy Soldier;Dynamic Warm-up;1115;https://youtu.be/cIqzwOUilR4;Kick leg toward opposite hand.
Trap Bar Deadlift;Legs, Back;1116;https://youtu.be/WzvsIU9FW60;Deadlift using trap bar.
Traps Lacrosse or Tennis Ball Rolling (SMR);Self-Myofascial Release;1117;https://youtu.be/9M0OOz5MnVU;Roll ball on traps to release tension.
Travelling Push-Up;Chest, Shoulders;1118;https://youtu.be/H40Fuq__B24;Perform pushup while moving laterally.
Tricep Dips;Triceps;1119;https://youtu.be/0326dy_-CzM;Engage triceps by dipping.
Tricep Dips + Hold;Triceps;1120;https://youtu.be/uHziJVkB0v8;Dip and hold at bottom position.
Tricep Extension;Triceps;1121;https://youtu.be/nRiJVZDpdL0;Extend arm to engage triceps.
Tricep Kickbacks;Triceps;1122;https://youtu.be/ZO81bExngMI;Extend arm back while engaging triceps.
Tricep Presses;Triceps;1123;https://youtu.be/bjT5WC0FyiU;Press weight overhead, engaging triceps.
Tricep Push-Ups;Triceps, Chest;1124;https://youtu.be/kZi0j-7rDe8;Perform pushup with hands close together.
Tricep Pushdowns;Triceps;1125;https://youtu.be/LXkCrxn3caQ;Push weight downward, engaging triceps.
Triceps Press-Down;Triceps;1126;https://youtu.be/JthKLSzmuP8;Press down on cable attachment, engage triceps.
TRX Chest Press;Chest;1127;https://youtu.be/7VdE8LAFSWQ;Perform chest press using TRX straps.
TRX Inverted Row;Back;1128;https://youtu.be/utTuYn6ncGE;Perform inverted row using TRX straps.
TRX Jump Squats;Legs, Cardio;1129;https://youtu.be/0ztDNFBa0J8;Jump squats with TRX straps.
TRX Pull Up;Back, Biceps;1130;https://youtu.be/fAQwN4t-2JI;Perform pull up using TRX straps.
TRX Single Leg Squat;Legs, Balance;1131;https://youtu.be/_wTnziOp_7g;Squat on one leg using TRX straps.
Tube Walking;Hip Abduction;1132;https://youtu.be/vG9TWYe2XjA;Walk sideways with resistance band.
Tuck Jump;Legs, Explosiveness;1133;https://youtu.be/r7oBejx1PHM;Perform a jumping tuck motion.
Turkish Get-up;Full Body;1134;https://youtu.be/sgd8n917Zv0;Full-body functional movement from ground to standing.
Twist Hanging Leg Raises;Core;1135;https://youtu.be/T-XN-RpGMEw;Hang and twist while raising legs.
Underhand Close Grip Lat Pulldown;Back;1136;https://youtu.be/E6LOhIP3i1c;Close grip lat pulldown with underhand grip.
Underhand Inverted Row;Back;1137;https://youtu.be/2wQU1Klfc6U;Perform inverted row with underhand grip.
Up Downs;Cardio;1138;https://www.youtube.com/watch?v=4NRFUKgNhs8;Alternate between up and down positions.
Upfront Row;Shoulders, Upper Back;1139;https://youtu.be/IhZLB48kluc;Row weight towards upper abdomen.
